model_name,accuracy
model_22_5330.pth,0.999
model_22_5331.pth,0.997
model_22_5332.pth,0.999
model_22_5333.pth,0.999
model_22_5334.pth,0.999
model_22_5335.pth,0.997
model_22_5336.pth,0.999
model_22_5337.pth,0.996
model_22_5338.pth,0.999
model_22_5339.pth,0.999
model_22_5340.pth,0.999
model_22_5341.pth,0.999
model_22_5342.pth,0.999
model_22_5343.pth,0.997
model_22_5344.pth,0.999
model_22_5345.pth,0.999
model_22_5346.pth,0.999
model_22_5347.pth,0.997
model_22_5348.pth,1.0
model_22_5349.pth,0.999
model_22_5350.pth,1.0
model_22_5351.pth,0.999
model_22_5352.pth,0.999
model_22_5353.pth,0.999
model_22_5354.pth,0.999
model_22_5355.pth,1.0
model_22_5356.pth,0.999
model_22_5357.pth,0.999
model_22_5358.pth,0.999
model_22_5359.pth,0.999
model_22_5360.pth,0.997
model_22_5361.pth,0.999
model_22_5362.pth,0.999
model_22_5363.pth,0.999
model_22_5364.pth,0.999
model_22_5365.pth,0.999
model_22_5366.pth,0.999
model_22_5367.pth,0.999
model_22_5368.pth,0.999
model_22_5369.pth,0.999
model_22_5370.pth,0.999
model_22_5371.pth,0.998
model_22_5372.pth,1.0
model_22_5373.pth,0.999
model_22_5374.pth,0.999
model_22_5375.pth,1.0
model_22_5376.pth,0.999
model_22_5377.pth,0.999
model_22_5378.pth,0.999
model_22_5379.pth,0.999
model_22_5380.pth,1.0
model_22_5381.pth,0.999
model_22_5382.pth,1.0
model_22_5383.pth,1.0
model_22_5384.pth,0.999
model_22_5385.pth,0.999
model_22_5386.pth,0.999
model_22_5387.pth,0.999
model_22_5388.pth,0.999
model_22_5389.pth,0.999
model_22_5390.pth,1.0
model_22_5391.pth,0.999
model_22_5392.pth,0.999
model_22_5393.pth,0.999
model_22_5394.pth,0.999
model_22_5395.pth,0.999
model_22_5396.pth,1.0
model_22_5397.pth,0.999
model_22_5398.pth,0.997
model_22_5399.pth,1.0
model_22_5400.pth,0.999
model_22_5401.pth,0.999
model_22_5402.pth,0.999
model_22_5403.pth,0.999
model_22_5404.pth,0.999
model_22_5405.pth,0.999
model_22_5406.pth,0.999
model_22_5407.pth,0.999
model_22_5408.pth,0.999
model_22_5409.pth,0.999
model_22_5410.pth,1.0
model_22_5411.pth,0.999
model_22_5412.pth,0.999
model_22_5413.pth,1.0
model_22_5414.pth,0.999
model_22_5415.pth,0.998
model_22_5416.pth,0.997
model_22_5417.pth,0.999
model_22_5418.pth,0.999
model_22_5419.pth,1.0
model_22_5420.pth,0.999
model_22_5421.pth,0.999
model_22_5422.pth,0.999
model_22_5423.pth,0.999
model_22_5424.pth,0.999
model_22_5425.pth,0.999
model_22_5426.pth,0.995
model_22_5427.pth,0.999
model_22_5428.pth,0.997
model_22_5429.pth,0.999
model_22_5430.pth,0.999
model_22_5431.pth,0.999
model_22_5432.pth,1.0
model_22_5433.pth,1.0
model_22_5434.pth,0.999
model_22_5435.pth,0.999
model_22_5436.pth,0.999
model_22_5437.pth,1.0
model_22_5438.pth,0.999
model_22_5439.pth,0.999
model_22_5440.pth,1.0
model_22_5441.pth,0.998
model_22_5442.pth,0.999
model_22_5443.pth,0.999
model_22_5444.pth,0.999
model_22_5445.pth,1.0
model_22_5446.pth,0.999
model_22_5447.pth,1.0
model_22_5448.pth,0.999
model_22_5449.pth,0.999
model_22_5450.pth,0.999
model_22_5451.pth,0.999
model_22_5452.pth,0.999
model_22_5453.pth,0.999
model_22_5454.pth,1.0
model_22_5455.pth,0.999
model_22_5456.pth,0.999
model_22_5457.pth,0.999
model_22_5458.pth,0.999
model_22_5459.pth,0.999
model_22_5460.pth,0.999
model_22_5461.pth,0.999
model_22_5462.pth,1.0
model_22_5463.pth,0.999
model_22_5464.pth,0.999
model_22_5465.pth,0.999
model_22_5466.pth,0.999
model_22_5467.pth,0.999
model_22_5468.pth,0.999
model_22_5469.pth,0.999
model_22_5470.pth,0.999
model_22_5471.pth,0.999
model_22_5472.pth,0.999
model_22_5473.pth,0.999
model_22_5474.pth,0.999
model_22_5475.pth,0.999
model_22_5476.pth,0.999
model_22_5477.pth,0.997
model_22_5478.pth,0.999
model_22_5479.pth,1.0
model_22_5480.pth,0.999
model_22_5481.pth,0.999
model_22_5482.pth,0.999
model_22_5483.pth,1.0
model_22_5484.pth,0.999
model_22_5485.pth,0.999
model_22_5486.pth,1.0
model_22_5487.pth,1.0
model_22_5488.pth,0.999
model_22_5489.pth,1.0
model_22_5490.pth,0.999
model_22_5491.pth,0.999
model_22_5492.pth,0.999
model_22_5493.pth,0.999
model_22_5494.pth,1.0
model_22_5495.pth,0.999
model_22_5496.pth,0.999
model_22_5497.pth,0.999
model_22_5498.pth,0.999
model_22_5499.pth,0.999
model_22_5500.pth,0.999
model_22_5501.pth,1.0
model_22_5502.pth,0.999
model_22_5503.pth,0.999
model_22_5504.pth,0.997
model_22_5505.pth,0.999
model_22_5506.pth,0.999
model_22_5507.pth,0.998
model_22_5508.pth,0.999
model_22_5509.pth,1.0
model_22_5510.pth,0.999
model_22_5511.pth,0.999
model_22_5512.pth,0.999
model_22_5513.pth,0.999
model_22_5514.pth,0.999
model_22_5515.pth,1.0
model_22_5516.pth,0.999
model_22_5517.pth,0.999
model_22_5518.pth,1.0
model_22_5519.pth,0.999
model_22_5520.pth,0.999
model_22_5521.pth,0.999
model_22_5522.pth,0.998
model_22_5523.pth,1.0
model_22_5524.pth,0.999
model_22_5525.pth,0.997
model_22_5526.pth,0.999
model_22_5527.pth,0.999
model_22_5528.pth,0.999
model_22_5529.pth,0.999
model_22_5530.pth,0.999
model_22_5531.pth,1.0
model_22_5532.pth,0.999
model_22_5533.pth,0.999
model_22_5534.pth,1.0
model_22_5535.pth,0.999
model_22_5536.pth,0.999
model_22_5537.pth,0.999
model_22_5538.pth,0.999
model_22_5539.pth,0.997
model_22_5540.pth,0.999
model_22_5541.pth,0.999
model_22_5542.pth,0.999
model_22_5543.pth,0.999
model_22_5544.pth,0.997
model_22_5545.pth,0.999
model_22_5546.pth,0.999
model_22_5547.pth,0.999
model_22_5548.pth,0.999
model_22_5549.pth,0.999
model_22_5550.pth,0.999
model_22_5551.pth,0.998
model_22_5552.pth,0.999
model_22_5553.pth,0.999
model_22_5554.pth,0.999
model_22_5555.pth,1.0
model_22_5556.pth,0.999
model_22_5557.pth,0.999
model_22_5558.pth,0.999
model_22_5559.pth,0.999
model_22_5560.pth,0.997
model_22_5561.pth,1.0
model_22_5562.pth,0.999
model_22_5563.pth,1.0
model_22_5564.pth,1.0
model_22_5565.pth,1.0
model_22_5566.pth,0.999
model_22_5567.pth,0.999
model_22_5568.pth,0.999
model_22_5569.pth,0.999
model_22_5570.pth,0.997
model_22_5571.pth,0.999
model_22_5572.pth,0.999
model_22_5573.pth,0.999
model_22_5574.pth,0.999
model_22_5575.pth,0.999
model_22_5576.pth,1.0
model_22_5577.pth,0.999
model_22_5578.pth,0.999
model_22_5579.pth,1.0
model_22_5580.pth,0.999
model_22_5581.pth,0.999
model_22_5582.pth,1.0
model_22_5583.pth,1.0
model_22_5584.pth,1.0
model_22_5585.pth,0.999
model_22_5586.pth,0.999
model_22_5587.pth,0.999
model_22_5588.pth,0.999
model_22_5589.pth,0.999
model_22_5590.pth,0.999
model_22_5591.pth,0.999
model_22_5592.pth,0.999
model_22_5593.pth,0.999
model_22_5594.pth,1.0
model_22_5595.pth,0.999
model_22_5596.pth,0.993
model_22_5597.pth,1.0
model_22_5598.pth,1.0
model_22_5599.pth,0.997
model_22_5600.pth,0.999
model_22_5601.pth,0.999
model_22_5602.pth,0.999
model_22_5603.pth,0.999
model_22_5604.pth,0.999
model_22_5605.pth,0.999
model_22_5606.pth,0.999
model_22_5607.pth,1.0
model_22_5608.pth,0.999
model_22_5609.pth,0.998
model_22_5610.pth,0.999
model_22_5611.pth,0.999
model_22_5612.pth,0.999
model_22_5613.pth,1.0
model_22_5614.pth,0.999
model_22_5615.pth,1.0
model_22_5616.pth,0.999
model_22_5617.pth,0.999
model_22_5618.pth,0.999
model_22_5619.pth,0.999
model_22_5620.pth,0.999
model_22_5621.pth,0.999
model_22_5622.pth,0.999
model_22_5623.pth,0.999
model_22_5624.pth,0.999
model_22_5625.pth,1.0
model_22_5626.pth,1.0
model_22_5627.pth,0.997
model_22_5628.pth,0.999
model_22_5629.pth,1.0
model_22_5630.pth,0.999
model_22_5631.pth,0.999
model_22_5632.pth,0.997
model_22_5633.pth,1.0
model_22_5634.pth,0.999
model_22_5635.pth,0.998
model_22_5636.pth,0.999
model_22_5637.pth,0.998
model_22_5638.pth,0.999
model_22_5639.pth,0.997
model_22_5640.pth,0.999
model_22_5641.pth,1.0
model_22_5642.pth,0.999
model_22_5643.pth,0.999
model_22_5644.pth,0.999
model_22_5645.pth,0.999
model_22_5646.pth,0.999
model_22_5647.pth,0.998
model_22_5648.pth,0.997
model_22_5649.pth,1.0
model_22_5650.pth,0.999
model_22_5651.pth,0.998
model_22_5652.pth,0.999
model_22_5653.pth,0.998
model_22_5654.pth,0.999
model_22_5655.pth,0.999
model_22_5656.pth,0.999
model_22_5657.pth,0.999
model_22_5658.pth,0.999
model_22_5659.pth,0.999
model_22_5660.pth,0.999
model_22_5661.pth,0.997
model_22_5662.pth,0.999
model_22_5663.pth,1.0
model_22_5664.pth,0.999
model_22_5665.pth,0.999
model_22_5666.pth,0.999
model_22_5667.pth,0.999
model_22_5668.pth,0.999
model_22_5669.pth,0.999
model_22_5670.pth,1.0
model_22_5671.pth,1.0
model_22_5672.pth,0.998
model_22_5673.pth,0.999
model_22_5674.pth,0.999
model_22_5675.pth,0.999
model_22_5676.pth,1.0
model_22_5677.pth,0.999
model_22_5678.pth,0.999
model_22_5679.pth,0.999
model_22_5680.pth,0.999
model_22_5681.pth,0.999
model_22_5682.pth,0.999
model_22_5683.pth,0.999
model_22_5684.pth,0.999
model_22_5685.pth,0.999
model_22_5686.pth,0.999
model_22_5687.pth,0.999
model_22_5688.pth,0.999
model_22_5689.pth,1.0
model_22_5690.pth,0.999
model_22_5691.pth,0.999
model_22_5692.pth,1.0
model_22_5693.pth,0.999
model_22_5694.pth,0.999
model_22_5695.pth,1.0
model_22_5696.pth,0.999
model_22_5697.pth,0.999
model_22_5698.pth,0.999
model_22_5699.pth,0.999
model_22_5700.pth,1.0
model_22_5701.pth,0.999
model_22_5702.pth,0.999
model_22_5703.pth,1.0
model_22_5704.pth,0.999
model_22_5705.pth,0.999
model_22_5706.pth,0.998
model_22_5707.pth,0.999
model_22_5708.pth,0.999
model_22_5709.pth,0.998
model_22_5710.pth,0.999
model_22_5711.pth,0.997
model_22_5712.pth,0.999
model_22_5713.pth,0.999
model_22_5714.pth,0.999
model_22_5715.pth,0.998
model_22_5716.pth,0.997
model_22_5717.pth,0.999
model_22_5718.pth,0.999
model_22_5719.pth,0.999
model_22_5720.pth,0.999
model_22_5721.pth,1.0
model_22_5722.pth,1.0
model_22_5723.pth,0.999
model_22_5724.pth,0.999
model_22_5725.pth,0.992
model_22_5726.pth,0.999
model_22_5727.pth,0.999
model_22_5728.pth,0.999
model_22_5729.pth,1.0
model_22_5730.pth,0.999
model_22_5731.pth,0.999
model_22_5732.pth,0.999
model_22_5733.pth,0.999
model_22_5734.pth,1.0
model_22_5735.pth,1.0
model_22_5736.pth,0.999
model_22_5737.pth,0.999
model_22_5738.pth,0.999
model_22_5739.pth,0.999
model_22_5740.pth,1.0
model_22_5741.pth,0.999
model_22_5742.pth,1.0
model_22_5743.pth,0.999
model_22_5744.pth,0.999
model_22_5745.pth,1.0
model_22_5746.pth,0.997
model_22_5747.pth,0.998
model_22_5748.pth,0.999
model_22_5749.pth,0.999
model_22_5750.pth,0.997
model_22_5751.pth,0.999
model_22_5752.pth,0.999
model_22_5753.pth,0.999
model_22_5754.pth,0.999
model_22_5755.pth,1.0
model_22_5756.pth,0.999
model_22_5757.pth,0.999
model_22_5758.pth,0.999
model_22_5759.pth,0.997
model_22_5760.pth,0.999
model_22_5761.pth,0.999
model_22_5762.pth,0.999
model_22_5763.pth,0.999
model_22_5764.pth,1.0
model_22_5765.pth,0.999
model_22_5766.pth,0.999
model_22_5767.pth,0.999
model_22_5768.pth,1.0
model_22_5769.pth,0.999
model_22_5770.pth,0.999
model_22_5771.pth,0.999
model_22_5772.pth,0.999
model_22_5773.pth,0.999
model_22_5774.pth,1.0
model_22_5775.pth,0.999
model_22_5776.pth,0.999
model_22_5777.pth,0.999
model_22_5778.pth,0.999
model_22_5779.pth,1.0
model_22_5780.pth,0.999
model_22_5781.pth,0.999
model_22_5782.pth,0.999
model_22_5783.pth,0.999
model_22_5784.pth,0.999
model_22_5785.pth,1.0
model_22_5786.pth,0.999
model_22_5787.pth,1.0
model_22_5788.pth,0.998
model_22_5789.pth,1.0
model_22_5790.pth,0.999
model_22_5791.pth,0.999
model_22_5792.pth,0.999
model_22_5793.pth,0.999
model_22_5794.pth,1.0
model_22_5795.pth,0.999
model_22_5796.pth,1.0
model_22_5797.pth,1.0
model_22_5798.pth,0.999
model_22_5799.pth,0.998
model_22_5800.pth,0.999
model_22_5801.pth,0.999
model_22_5802.pth,0.999
model_22_5803.pth,0.998
model_22_5804.pth,0.999
model_22_5805.pth,0.998
model_22_5806.pth,0.999
model_22_5807.pth,0.999
model_22_5808.pth,0.999
model_22_5809.pth,0.997
model_22_5810.pth,0.999
model_22_5811.pth,0.997
model_22_5812.pth,0.999
model_22_5813.pth,0.999
model_22_5814.pth,0.999
model_22_5815.pth,0.999
model_22_5816.pth,0.999
model_22_5817.pth,0.999
model_22_5818.pth,0.999
model_22_5819.pth,1.0
model_22_5820.pth,0.999
model_22_5821.pth,0.999
model_22_5822.pth,1.0
model_22_5823.pth,1.0
model_22_5824.pth,0.999
model_22_5825.pth,1.0
model_22_5826.pth,0.999
model_22_5827.pth,1.0
model_22_5828.pth,1.0
model_22_5829.pth,0.999
model_22_5830.pth,1.0
model_22_5831.pth,0.999
model_22_5832.pth,0.999
model_22_5833.pth,0.999
model_22_5834.pth,0.999
model_22_5835.pth,0.999
model_22_5836.pth,0.999
model_22_5837.pth,0.999
model_22_5838.pth,0.999
model_22_5839.pth,1.0
model_22_5840.pth,1.0
model_22_5841.pth,0.999
model_22_5842.pth,0.999
model_22_5843.pth,0.999
model_22_5844.pth,0.999
model_22_5845.pth,0.999
model_22_5846.pth,1.0
model_22_5847.pth,0.999
model_22_5848.pth,0.999
model_22_5849.pth,1.0
model_22_5850.pth,0.998
model_22_5851.pth,0.998
model_22_5852.pth,0.999
model_22_5853.pth,0.999
model_22_5854.pth,0.999
model_22_5855.pth,0.999
model_22_5856.pth,0.999
model_22_5857.pth,0.999
model_22_5858.pth,0.999
model_22_5859.pth,0.998
model_22_5860.pth,0.999
model_22_5861.pth,0.995
model_22_5862.pth,0.997
model_22_5863.pth,0.999
model_22_5864.pth,1.0
model_22_5865.pth,0.997
model_22_5866.pth,0.999
model_22_5867.pth,0.999
model_22_5868.pth,0.998
model_22_5869.pth,1.0
model_22_5870.pth,0.999
model_22_5871.pth,0.999
model_22_5872.pth,0.999
model_22_5873.pth,1.0
model_22_5874.pth,0.997
model_22_5875.pth,1.0
model_22_5876.pth,1.0
model_22_5877.pth,0.999
model_22_5878.pth,0.998
model_22_5879.pth,0.999
model_22_5880.pth,0.999
model_22_5881.pth,0.999
model_22_5882.pth,0.998
model_22_5883.pth,0.993
model_22_5884.pth,0.999
model_22_5885.pth,0.999
model_22_5886.pth,0.999
model_22_5887.pth,0.999
model_22_5888.pth,0.999
model_22_5889.pth,1.0
model_22_5890.pth,1.0
model_22_5891.pth,0.999
model_22_5892.pth,0.999
model_22_5893.pth,1.0
model_22_5894.pth,0.995
model_22_5895.pth,0.999
model_22_5896.pth,0.999
model_22_5897.pth,0.999
model_22_5898.pth,0.999
model_22_5899.pth,0.999
model_22_5900.pth,0.997
model_22_5901.pth,1.0
model_22_5902.pth,0.999
model_22_5903.pth,0.999
model_22_5904.pth,0.999
model_22_5905.pth,0.999
model_22_5906.pth,1.0
model_22_5907.pth,1.0
model_22_5908.pth,0.999
model_22_5909.pth,0.999
model_22_5910.pth,1.0
model_22_5911.pth,0.999
model_22_5912.pth,0.978
model_22_5913.pth,1.0
model_22_5914.pth,0.999
model_22_5915.pth,0.998
model_22_5916.pth,1.0
model_22_5917.pth,0.999
model_22_5918.pth,0.999
model_22_5919.pth,0.999
model_22_5920.pth,0.999
model_22_5921.pth,0.999
model_22_5922.pth,0.999
model_22_5923.pth,0.999
model_22_5924.pth,0.999
model_22_5925.pth,1.0
model_22_5926.pth,0.999
model_22_5927.pth,0.999
model_22_5928.pth,0.999
model_22_5929.pth,0.999
model_22_5930.pth,0.999
model_22_5931.pth,0.999
model_22_5932.pth,0.998
model_22_5933.pth,0.997
model_22_5934.pth,1.0
model_22_5935.pth,0.997
model_22_5936.pth,0.999
model_22_5937.pth,0.999
model_22_5938.pth,1.0
model_22_5939.pth,0.997
model_22_5940.pth,0.999
model_22_5941.pth,0.999
model_22_5942.pth,0.999
model_22_5943.pth,1.0
model_22_5944.pth,0.998
model_22_5945.pth,0.999
model_22_5946.pth,0.999
model_22_5947.pth,1.0
model_22_5948.pth,0.999
model_22_5949.pth,1.0
model_22_5950.pth,0.999
model_22_5951.pth,0.999
model_22_5952.pth,0.999
model_22_5953.pth,1.0
model_22_5954.pth,0.999
model_22_5955.pth,0.998
model_22_5956.pth,1.0
model_22_5957.pth,0.997
model_22_5958.pth,0.999
model_22_5959.pth,0.999
model_22_5960.pth,0.998
model_22_5961.pth,1.0
model_22_5962.pth,0.999
model_22_5963.pth,0.999
model_22_5964.pth,0.999
model_22_5965.pth,0.999
model_22_5966.pth,0.999
model_22_5967.pth,0.999
model_22_5968.pth,0.999
model_22_5969.pth,0.999
model_22_5970.pth,0.999
model_22_5971.pth,0.999
model_22_5972.pth,0.998
model_22_5973.pth,0.999
model_22_5974.pth,1.0
model_22_5975.pth,0.999
model_22_5976.pth,0.999
model_22_5977.pth,0.999
model_22_5978.pth,0.993
model_22_5979.pth,1.0
model_22_5980.pth,0.999
model_22_5981.pth,0.999
model_22_5982.pth,0.997
model_22_5983.pth,0.999
model_22_5984.pth,0.999
model_22_5985.pth,0.999
model_22_5986.pth,0.999
model_22_5987.pth,1.0
model_22_5988.pth,0.999
model_22_5989.pth,0.999
model_22_5990.pth,0.999
model_22_5991.pth,1.0
model_22_5992.pth,0.999
model_22_5993.pth,0.999
model_22_5994.pth,1.0
model_22_5995.pth,1.0
model_22_5996.pth,1.0
model_22_5997.pth,0.999
model_22_5998.pth,0.999
model_22_5999.pth,0.999
model_22_6000.pth,0.999
model_22_6001.pth,0.999
model_22_6002.pth,0.999
model_22_6003.pth,0.999
model_22_6004.pth,0.999
model_22_6005.pth,0.999
model_22_6006.pth,0.999
model_22_6007.pth,1.0
model_22_6008.pth,0.999
model_22_6009.pth,0.999
model_22_6010.pth,0.999
model_22_6011.pth,0.999
model_22_6012.pth,0.999
model_22_6013.pth,0.999
model_22_6014.pth,0.999
model_22_6015.pth,0.999
model_22_6016.pth,0.999
model_22_6017.pth,0.999
model_22_6018.pth,0.999
model_22_6019.pth,1.0
model_22_6020.pth,0.999
model_22_6021.pth,0.999
model_22_6022.pth,0.999
model_22_6023.pth,0.998
model_22_6024.pth,0.999
model_22_6025.pth,0.999
model_22_6026.pth,0.998
model_22_6027.pth,0.998
model_22_6028.pth,0.999
model_22_6029.pth,0.999
model_22_6030.pth,0.999
model_22_6031.pth,1.0
model_22_6032.pth,0.999
model_22_6033.pth,0.999
model_22_6034.pth,0.999
model_22_6035.pth,0.999
model_22_6036.pth,0.999
model_22_6037.pth,1.0
model_22_6038.pth,0.999
model_22_6039.pth,0.999
model_22_6040.pth,0.999
model_22_6041.pth,0.999
model_22_6042.pth,0.998
model_22_6043.pth,0.999
model_22_6044.pth,0.999
model_22_6045.pth,0.999
model_22_6046.pth,0.997
model_22_6047.pth,0.999
model_22_6048.pth,0.999
model_22_6049.pth,0.999
model_22_6050.pth,0.998
model_22_6051.pth,1.0
model_22_6052.pth,0.998
model_22_6053.pth,0.999
model_22_6054.pth,0.999
model_22_6055.pth,0.999
model_22_6056.pth,0.999
model_22_6057.pth,0.999
model_22_6058.pth,0.999
model_22_6059.pth,0.999
model_22_6060.pth,0.999
model_22_6061.pth,0.999
model_22_6062.pth,1.0
model_22_6063.pth,0.999
model_22_6064.pth,0.999
model_22_6065.pth,0.999
model_22_6066.pth,0.999
model_22_6067.pth,0.999
model_22_6068.pth,0.999
model_22_6069.pth,0.999
model_22_6070.pth,0.998
model_22_6071.pth,0.999
model_22_6072.pth,0.999
model_22_6073.pth,1.0
model_22_6074.pth,1.0
model_22_6075.pth,0.999
model_22_6076.pth,1.0
model_22_6077.pth,1.0
model_22_6078.pth,0.999
model_22_6079.pth,1.0
model_22_6080.pth,0.999
model_22_6081.pth,0.999
model_22_6082.pth,0.999
model_22_6083.pth,0.997
model_22_6084.pth,0.999
model_22_6085.pth,0.995
model_22_6086.pth,0.999
model_22_6087.pth,0.999
model_22_6088.pth,0.999
model_22_6089.pth,0.999
model_22_6090.pth,0.999
model_22_6091.pth,0.999
model_22_6092.pth,0.999
model_22_6093.pth,0.999
model_22_6094.pth,0.999
model_22_6095.pth,0.999
model_22_6096.pth,0.999
model_22_6097.pth,1.0
model_22_6098.pth,0.999
model_22_6099.pth,1.0
model_22_6100.pth,0.999
model_22_6101.pth,0.999
model_22_6102.pth,1.0
model_22_6103.pth,0.998
model_22_6104.pth,0.999
model_22_6105.pth,0.999
model_22_6106.pth,0.999
model_22_6107.pth,0.999
model_22_6108.pth,1.0
model_22_6109.pth,0.998
model_22_6110.pth,1.0
model_22_6111.pth,0.999
model_22_6112.pth,0.999
model_22_6113.pth,0.999
model_22_6114.pth,0.999
model_22_6115.pth,0.999
model_22_6116.pth,0.999
model_22_6117.pth,0.999
model_22_6118.pth,0.998
model_22_6119.pth,0.999
model_22_6120.pth,0.999
model_22_6121.pth,0.999
model_22_6122.pth,0.999
model_22_6123.pth,0.999
model_22_6124.pth,0.999
model_22_6125.pth,0.999
model_22_6126.pth,1.0
model_22_6127.pth,0.999
model_22_6128.pth,0.999
model_22_6129.pth,0.995
model_22_6130.pth,0.999
model_22_6131.pth,0.999
model_22_6132.pth,0.999
model_22_6133.pth,0.999
model_22_6134.pth,0.999
model_22_6135.pth,0.999
model_22_6136.pth,1.0
model_22_6137.pth,0.999
model_22_6138.pth,0.999
model_22_6139.pth,0.999
model_22_6140.pth,1.0
model_22_6141.pth,1.0
model_22_6142.pth,0.999
model_22_6143.pth,0.997
model_22_6144.pth,0.999
model_22_6145.pth,0.997
model_22_6146.pth,0.999
model_22_6147.pth,0.999
model_22_6148.pth,0.999
model_22_6149.pth,0.999
model_22_6150.pth,0.999
model_22_6151.pth,0.999
model_22_6152.pth,0.999
model_22_6153.pth,0.999
model_22_6154.pth,0.999
model_22_6155.pth,0.999
model_22_6156.pth,0.999
model_22_6157.pth,1.0
model_22_6158.pth,0.999
model_22_6159.pth,0.999
model_22_6160.pth,1.0
model_22_6161.pth,1.0
model_22_6162.pth,0.998
model_22_6163.pth,1.0
model_22_6164.pth,1.0
model_22_6165.pth,0.999
model_22_6166.pth,0.999
model_22_6167.pth,0.999
model_22_6168.pth,0.999
model_22_6169.pth,0.999
model_22_6170.pth,0.999
model_22_6171.pth,1.0
model_22_6172.pth,0.999
model_22_6173.pth,0.999
model_22_6174.pth,0.999
model_22_6175.pth,0.999
model_22_6176.pth,0.999
model_22_6177.pth,1.0
model_22_6178.pth,0.999
model_22_6179.pth,0.998
model_22_6180.pth,0.997
model_22_6181.pth,0.999
model_22_6182.pth,0.999
model_22_6183.pth,0.998
model_22_6184.pth,0.999
model_22_6185.pth,0.999
model_22_6186.pth,1.0
model_22_6187.pth,0.999
model_22_6188.pth,0.999
model_22_6189.pth,0.999
model_22_6190.pth,0.999
model_22_6191.pth,0.999
model_22_6192.pth,0.999
model_22_6193.pth,1.0
model_22_6194.pth,0.999
model_22_6195.pth,0.999
model_22_6196.pth,0.999
model_22_6197.pth,0.997
model_22_6198.pth,0.999
model_22_6199.pth,1.0
model_22_6200.pth,0.999
model_22_6201.pth,0.999
model_22_6202.pth,0.997
model_22_6203.pth,1.0
model_22_6204.pth,0.997
model_22_6205.pth,1.0
model_22_6206.pth,0.998
model_22_6207.pth,1.0
model_22_6208.pth,0.999
model_22_6209.pth,0.999
model_22_6210.pth,0.999
model_22_6211.pth,0.999
model_22_6212.pth,0.998
model_22_6213.pth,0.999
model_22_6214.pth,0.999
model_22_6215.pth,0.999
model_22_6216.pth,0.999
model_22_6217.pth,1.0
model_22_6218.pth,0.999
model_22_6219.pth,0.999
model_22_6220.pth,1.0
model_22_6221.pth,0.998
model_22_6222.pth,1.0
model_22_6223.pth,1.0
model_22_6224.pth,0.997
model_22_6225.pth,0.999
model_22_6226.pth,0.999
model_22_6227.pth,0.999
model_22_6228.pth,0.999
model_22_6229.pth,0.999
model_22_6230.pth,1.0
model_22_6231.pth,0.999
model_22_6232.pth,0.999
model_22_6233.pth,0.998
model_22_6234.pth,0.999
model_22_6235.pth,0.999
model_22_6236.pth,0.999
model_22_6237.pth,1.0
model_22_6238.pth,1.0
model_22_6239.pth,0.999
model_22_6240.pth,0.999
model_22_6241.pth,0.999
model_22_6242.pth,1.0
model_22_6243.pth,0.999
model_22_6244.pth,0.999
model_22_6245.pth,1.0
model_22_6246.pth,1.0
model_22_6247.pth,0.999
model_22_6248.pth,0.999
model_22_6249.pth,1.0
model_22_6250.pth,0.999
model_22_6251.pth,0.999
model_22_6252.pth,0.999
model_22_6253.pth,1.0
model_22_6254.pth,0.999
model_22_6255.pth,0.999
model_22_6256.pth,0.999
model_22_6257.pth,0.999
model_22_6258.pth,0.999
model_22_6259.pth,0.999
model_22_6260.pth,0.997
model_22_6261.pth,0.999
model_22_6262.pth,0.999
model_22_6263.pth,0.999
model_22_6264.pth,0.999
model_22_6265.pth,0.999
model_22_6266.pth,0.999
model_22_6267.pth,0.999
model_22_6268.pth,0.999
model_22_6269.pth,0.999
model_22_6270.pth,0.999
model_22_6271.pth,0.999
model_22_6272.pth,0.997
model_22_6273.pth,0.999
model_22_6274.pth,0.999
model_22_6275.pth,0.999
model_22_6276.pth,0.998
model_22_6277.pth,0.999
model_22_6278.pth,0.999
model_22_6279.pth,0.999
model_22_6280.pth,0.999
model_22_6281.pth,0.999
model_22_6282.pth,1.0
model_22_6283.pth,0.999
model_22_6284.pth,1.0
model_22_6285.pth,0.999
model_22_6286.pth,1.0
model_22_6287.pth,0.999
model_22_6288.pth,0.999
model_22_6289.pth,0.999
model_22_6290.pth,0.999
model_22_6291.pth,0.999
model_22_6292.pth,0.999
model_22_6293.pth,0.994
model_22_6294.pth,0.999
model_22_6295.pth,0.999
model_22_6296.pth,0.999
model_22_6297.pth,0.999
model_22_6298.pth,0.997
model_22_6299.pth,0.999
model_22_6300.pth,0.999
model_22_6301.pth,0.999
model_22_6302.pth,0.996
model_22_6303.pth,0.999
model_22_6304.pth,0.999
model_22_6305.pth,0.997
model_22_6306.pth,0.999
model_22_6307.pth,0.999
model_22_6308.pth,1.0
model_22_6309.pth,0.998
model_22_6310.pth,0.999
model_22_6311.pth,0.999
model_22_6312.pth,0.999
model_22_6313.pth,0.999
model_22_6314.pth,0.998
model_22_6315.pth,1.0
model_22_6316.pth,1.0
model_22_6317.pth,0.999
model_22_6318.pth,0.999
model_22_6319.pth,1.0
model_22_6320.pth,0.999
model_22_6321.pth,0.999
model_22_6322.pth,0.999
model_22_6323.pth,0.999
model_22_6324.pth,0.999
model_22_6325.pth,0.999
model_22_6326.pth,0.999
model_22_6327.pth,1.0
model_22_6328.pth,1.0
