model_name,accuracy
model_225_74.pth,1.0
model_225_75.pth,1.0
model_225_76.pth,0.999
model_225_77.pth,1.0
model_225_78.pth,0.993
model_225_79.pth,0.999
model_225_80.pth,0.999
model_225_81.pth,0.999
model_225_82.pth,0.999
model_225_83.pth,0.999
model_225_84.pth,0.999
model_225_85.pth,0.998
model_225_86.pth,0.906
model_225_87.pth,0.997
model_225_88.pth,0.999
model_225_89.pth,1.0
model_225_90.pth,0.897
model_225_91.pth,0.999
model_225_92.pth,0.887
model_225_93.pth,0.999
model_225_94.pth,0.999
model_225_95.pth,0.997
model_225_96.pth,0.904
model_225_97.pth,1.0
model_225_98.pth,0.999
model_225_99.pth,0.997
model_225_100.pth,0.998
model_225_101.pth,0.999
model_225_102.pth,0.999
model_225_103.pth,0.999
model_225_104.pth,0.999
model_225_105.pth,0.899
model_225_106.pth,1.0
model_225_107.pth,1.0
model_225_108.pth,0.998
model_225_109.pth,0.999
model_225_110.pth,0.994
model_225_111.pth,0.998
model_225_112.pth,1.0
model_225_113.pth,1.0
model_225_114.pth,0.998
model_225_115.pth,1.0
model_225_116.pth,0.997
model_225_117.pth,0.999
model_225_118.pth,0.999
model_225_119.pth,0.991
model_225_120.pth,1.0
model_225_121.pth,0.999
model_225_122.pth,0.999
model_225_123.pth,0.998
model_225_124.pth,0.999
model_225_125.pth,0.895
model_225_126.pth,0.999
model_225_127.pth,0.999
model_225_128.pth,0.999
model_225_129.pth,0.898
model_225_130.pth,0.999
model_225_131.pth,0.998
model_225_132.pth,0.998
model_225_133.pth,1.0
model_225_134.pth,0.998
model_225_135.pth,0.993
model_225_136.pth,1.0
model_225_137.pth,1.0
model_225_138.pth,0.997
model_225_139.pth,0.999
model_225_140.pth,0.999
model_225_141.pth,0.899
model_225_142.pth,0.892
model_225_143.pth,0.997
model_225_144.pth,0.886
model_225_145.pth,1.0
model_225_146.pth,0.897
model_225_147.pth,0.998
model_225_148.pth,0.998
model_225_149.pth,0.998
model_225_150.pth,1.0
model_225_151.pth,0.999
model_225_152.pth,0.999
model_225_153.pth,0.897
model_225_154.pth,0.998
model_225_155.pth,0.997
model_225_156.pth,0.999
model_225_157.pth,0.999
model_225_158.pth,0.999
model_225_159.pth,0.999
model_225_160.pth,0.879
model_225_161.pth,0.999
model_225_162.pth,0.999
model_225_163.pth,1.0
model_225_164.pth,0.999
model_225_165.pth,0.997
model_225_166.pth,0.996
model_225_167.pth,0.998
model_225_168.pth,0.999
model_225_169.pth,0.999
model_225_170.pth,0.998
model_225_171.pth,0.999
model_225_172.pth,0.899
model_225_173.pth,0.999
model_225_174.pth,0.997
model_225_175.pth,1.0
model_225_176.pth,0.999
model_225_177.pth,0.999
model_225_178.pth,0.997
model_225_179.pth,0.999
model_225_180.pth,0.999
model_225_181.pth,0.883
model_225_182.pth,0.905
model_225_183.pth,0.999
model_225_184.pth,0.997
model_225_185.pth,0.999
model_225_186.pth,0.905
model_225_187.pth,0.999
model_225_188.pth,0.997
model_225_189.pth,0.999
model_225_190.pth,0.999
model_225_191.pth,0.995
model_225_192.pth,0.999
model_225_193.pth,0.984
model_225_194.pth,0.885
model_225_195.pth,0.999
model_225_196.pth,0.906
model_225_197.pth,0.999
model_225_198.pth,1.0
model_225_199.pth,0.999
model_270_0.pth,0.999
model_270_1.pth,0.999
model_270_2.pth,1.0
model_270_3.pth,0.999
model_270_4.pth,0.905
model_270_5.pth,0.885
model_270_6.pth,1.0
model_270_7.pth,0.997
model_270_8.pth,0.997
model_270_9.pth,0.997
model_270_10.pth,0.999
model_270_11.pth,0.999
model_270_12.pth,0.999
model_270_13.pth,0.886
model_270_14.pth,0.999
model_270_15.pth,0.999
model_270_16.pth,1.0
model_270_17.pth,0.999
model_270_18.pth,1.0
model_270_19.pth,1.0
model_270_20.pth,0.999
model_270_21.pth,0.905
model_270_22.pth,0.999
model_270_23.pth,0.999
model_270_24.pth,0.998
model_270_25.pth,0.999
model_270_26.pth,1.0
model_270_27.pth,0.999
model_270_28.pth,0.999
model_270_29.pth,1.0
model_270_30.pth,0.999
model_270_31.pth,1.0
model_270_32.pth,0.999
model_270_33.pth,0.999
model_270_34.pth,0.999
model_270_35.pth,0.999
model_270_36.pth,0.999
model_270_37.pth,0.998
model_270_38.pth,0.999
model_270_39.pth,0.997
model_270_40.pth,0.999
model_270_41.pth,0.877
model_270_42.pth,0.998
model_270_43.pth,0.999
model_270_44.pth,0.999
model_270_45.pth,0.999
model_270_46.pth,0.999
model_270_47.pth,0.998
model_270_48.pth,0.999
model_270_49.pth,0.999
model_270_50.pth,0.999
model_270_51.pth,0.999
model_270_52.pth,0.999
model_270_53.pth,0.999
model_270_54.pth,0.999
model_270_55.pth,0.999
model_270_56.pth,0.896
model_270_57.pth,0.999
model_270_58.pth,1.0
model_270_59.pth,0.905
model_270_60.pth,0.998
model_270_61.pth,0.999
model_270_62.pth,1.0
model_270_63.pth,1.0
model_270_64.pth,0.999
model_270_65.pth,0.999
model_270_66.pth,0.999
model_270_67.pth,1.0
model_270_68.pth,0.999
model_270_69.pth,0.999
model_270_70.pth,0.999
model_270_71.pth,0.999
model_270_72.pth,0.999
model_270_73.pth,0.999
model_270_74.pth,0.896
model_270_75.pth,0.999
model_270_76.pth,0.999
model_270_77.pth,0.898
model_270_78.pth,1.0
model_270_79.pth,0.999
model_270_80.pth,0.892
model_270_81.pth,1.0
model_270_82.pth,0.999
model_270_83.pth,1.0
model_270_84.pth,1.0
model_270_85.pth,0.997
model_270_86.pth,0.999
model_270_87.pth,0.999
model_270_88.pth,0.885
model_270_89.pth,1.0
model_270_90.pth,0.885
model_270_91.pth,0.897
model_270_92.pth,0.999
model_270_93.pth,0.999
model_270_94.pth,1.0
model_270_95.pth,0.999
model_270_96.pth,0.903
model_270_97.pth,0.999
model_270_98.pth,0.999
model_270_99.pth,0.998
model_270_100.pth,0.999
model_270_101.pth,0.999
model_270_102.pth,0.999
model_270_103.pth,0.904
model_270_104.pth,0.999
model_270_105.pth,0.999
model_270_106.pth,0.999
model_270_107.pth,0.999
model_270_108.pth,1.0
model_270_109.pth,0.999
model_270_110.pth,1.0
model_270_111.pth,0.897
model_270_112.pth,1.0
model_270_113.pth,1.0
model_270_114.pth,0.999
model_270_115.pth,0.999
model_270_116.pth,0.999
model_270_117.pth,0.999
model_270_118.pth,1.0
model_270_119.pth,0.902
model_270_120.pth,0.999
model_270_121.pth,0.999
model_270_122.pth,0.999
model_270_123.pth,0.999
model_270_124.pth,0.999
model_270_125.pth,0.997
model_270_126.pth,0.9
model_270_127.pth,0.999
model_270_128.pth,1.0
model_270_129.pth,1.0
model_270_130.pth,1.0
model_270_131.pth,0.999
model_270_132.pth,0.999
model_270_133.pth,0.999
model_270_134.pth,0.999
model_270_135.pth,0.999
model_270_136.pth,0.997
model_270_137.pth,0.999
model_270_138.pth,0.999
model_270_139.pth,0.998
model_270_140.pth,1.0
model_270_141.pth,0.999
model_270_142.pth,1.0
model_270_143.pth,0.997
model_270_144.pth,0.999
model_270_145.pth,0.999
model_270_146.pth,0.999
model_270_147.pth,0.999
model_270_148.pth,0.999
model_270_149.pth,0.998
model_270_150.pth,0.999
model_270_151.pth,0.999
model_270_152.pth,0.997
model_270_153.pth,0.999
model_270_154.pth,0.999
model_270_155.pth,1.0
model_270_156.pth,0.999
model_270_157.pth,0.896
model_270_158.pth,0.899
model_270_159.pth,0.999
model_270_160.pth,0.999
model_270_161.pth,0.999
model_270_162.pth,0.999
model_270_163.pth,0.999
model_270_164.pth,0.999
model_270_165.pth,0.999
model_270_166.pth,0.886
model_270_167.pth,0.996
model_270_168.pth,0.999
model_270_169.pth,1.0
model_270_170.pth,1.0
model_270_171.pth,0.999
model_270_172.pth,0.999
model_270_173.pth,1.0
model_270_174.pth,0.999
model_270_175.pth,0.999
model_270_176.pth,0.877
model_270_177.pth,0.999
model_270_178.pth,1.0
model_270_179.pth,1.0
model_270_180.pth,0.999
model_270_181.pth,0.997
model_270_182.pth,0.999
model_270_183.pth,0.999
model_270_184.pth,0.999
model_270_185.pth,0.999
model_270_186.pth,0.904
model_270_187.pth,1.0
model_270_188.pth,0.876
model_270_189.pth,1.0
model_270_190.pth,1.0
model_270_191.pth,0.999
model_270_192.pth,0.999
model_270_193.pth,1.0
model_270_194.pth,0.999
model_270_195.pth,1.0
model_270_196.pth,1.0
model_270_197.pth,0.999
model_270_198.pth,0.999
model_270_199.pth,0.999
model_315_0.pth,0.997
model_315_1.pth,1.0
model_315_2.pth,0.998
model_315_3.pth,0.999
model_315_4.pth,0.999
model_315_5.pth,0.992
model_315_6.pth,0.999
model_315_7.pth,0.999
model_315_8.pth,0.999
model_315_9.pth,0.999
model_315_10.pth,0.998
model_315_11.pth,0.897
model_315_12.pth,0.998
model_315_13.pth,0.896
model_315_14.pth,1.0
model_315_15.pth,0.997
model_315_16.pth,0.997
model_315_17.pth,0.897
model_315_18.pth,0.885
model_315_19.pth,0.994
model_315_20.pth,0.997
model_315_21.pth,0.897
model_315_22.pth,0.903
model_315_23.pth,0.999
model_315_24.pth,0.999
model_315_25.pth,1.0
model_315_26.pth,0.999
model_315_27.pth,1.0
model_315_28.pth,0.999
model_315_29.pth,1.0
model_315_30.pth,1.0
model_315_31.pth,1.0
model_315_32.pth,0.999
model_315_33.pth,0.896
model_315_34.pth,0.999
model_315_35.pth,0.999
model_315_36.pth,0.995
model_315_37.pth,0.999
model_315_38.pth,1.0
model_315_39.pth,1.0
model_315_40.pth,0.997
model_315_41.pth,0.999
model_315_42.pth,0.896
model_315_43.pth,0.896
model_315_44.pth,0.999
model_315_45.pth,0.998
model_315_46.pth,0.998
model_315_47.pth,0.999
model_315_48.pth,0.999
model_315_49.pth,1.0
model_315_50.pth,0.999
model_315_51.pth,0.999
model_315_52.pth,0.999
model_315_53.pth,0.997
model_315_54.pth,0.999
model_315_55.pth,0.999
model_315_56.pth,0.999
model_315_57.pth,1.0
model_315_58.pth,0.897
model_315_59.pth,1.0
model_315_60.pth,1.0
model_315_61.pth,0.885
model_315_62.pth,0.905
model_315_63.pth,0.999
model_315_64.pth,0.878
model_315_65.pth,0.999
model_315_66.pth,0.999
model_315_67.pth,1.0
model_315_68.pth,0.997
model_315_69.pth,1.0
model_315_70.pth,0.905
model_315_71.pth,0.898
model_315_72.pth,0.903
model_315_73.pth,0.999
model_315_74.pth,0.998
model_315_75.pth,0.999
model_315_76.pth,1.0
model_315_77.pth,0.998
model_315_78.pth,1.0
model_315_79.pth,0.999
model_315_80.pth,0.999
model_315_81.pth,0.999
model_315_82.pth,0.999
model_315_83.pth,0.999
model_315_84.pth,0.999
model_315_85.pth,0.999
model_315_86.pth,0.998
model_315_87.pth,1.0
model_315_88.pth,0.999
model_315_89.pth,0.999
model_315_90.pth,0.999
model_315_91.pth,0.999
model_315_92.pth,0.999
model_315_93.pth,0.998
model_315_94.pth,0.999
model_315_95.pth,0.895
model_315_96.pth,0.999
model_315_97.pth,0.999
model_315_98.pth,0.998
model_315_99.pth,0.999
model_315_100.pth,0.897
model_315_101.pth,0.878
model_315_102.pth,0.997
model_315_103.pth,0.997
model_315_104.pth,1.0
model_315_105.pth,0.895
model_315_106.pth,0.999
model_315_107.pth,0.999
model_315_108.pth,0.999
model_315_109.pth,1.0
model_315_110.pth,0.853
model_315_111.pth,0.997
model_315_112.pth,0.999
model_315_113.pth,0.993
model_315_114.pth,0.885
model_315_115.pth,0.897
model_315_116.pth,1.0
model_315_117.pth,0.999
model_315_118.pth,0.999
model_315_119.pth,0.997
model_315_120.pth,0.999
model_315_121.pth,1.0
model_315_122.pth,0.999
model_315_123.pth,0.999
model_315_124.pth,0.895
model_315_125.pth,1.0
model_315_126.pth,0.891
model_315_127.pth,0.894
model_315_128.pth,1.0
model_315_129.pth,0.999
model_315_130.pth,0.999
model_315_131.pth,0.997
model_315_132.pth,0.997
model_315_133.pth,0.894
model_315_134.pth,0.999
model_315_135.pth,0.999
model_315_136.pth,1.0
model_315_137.pth,0.998
model_315_138.pth,1.0
model_315_139.pth,0.999
model_315_140.pth,0.999
model_315_141.pth,0.999
model_315_142.pth,0.992
model_315_143.pth,0.999
model_315_144.pth,0.999
model_315_145.pth,1.0
model_315_146.pth,0.999
model_315_147.pth,0.997
model_315_148.pth,0.897
model_315_149.pth,0.999
model_315_150.pth,0.999
model_315_151.pth,1.0
model_315_152.pth,1.0
model_315_153.pth,0.891
model_315_154.pth,0.885
model_315_155.pth,0.998
model_315_156.pth,0.999
model_315_157.pth,0.997
model_315_158.pth,0.997
model_315_159.pth,0.995
model_315_160.pth,0.999
model_315_161.pth,0.909
model_315_162.pth,0.998
model_315_163.pth,1.0
model_315_164.pth,0.999
model_315_165.pth,0.999
model_315_166.pth,0.903
model_315_167.pth,0.999
model_315_168.pth,0.999
model_315_169.pth,0.998
model_315_170.pth,0.999
model_315_171.pth,0.999
model_315_172.pth,0.999
model_315_173.pth,0.998
model_315_174.pth,0.998
model_315_175.pth,0.998
model_315_176.pth,1.0
model_315_177.pth,0.997
model_315_178.pth,0.885
model_315_179.pth,0.998
model_315_180.pth,1.0
model_315_181.pth,0.999
model_315_182.pth,0.999
model_315_183.pth,1.0
model_315_184.pth,0.999
model_315_185.pth,1.0
model_315_186.pth,0.999
model_315_187.pth,1.0
model_315_188.pth,0.998
model_315_189.pth,1.0
model_315_190.pth,0.999
model_315_191.pth,0.905
model_315_192.pth,0.997
model_315_193.pth,0.997
model_315_194.pth,0.997
model_315_195.pth,0.998
model_315_196.pth,1.0
model_315_197.pth,0.999
model_315_198.pth,1.0
model_315_199.pth,0.997
